ID;Data Agendamento;Finalizado?;Data Finalização;Empresa;Contato;Responsável;Descrição da Tarefa
1335;22/10/2015 11:00:00;Sim;23/10/2015 17:09:41;Saint Peter Hotel;;Alexandre Malhado;"Produtos deixados para testes: 
• Neuter Ultra
• Pro Alkim
• PK Rinse
• Pro Há 3000 CL
Nesse provavél cliente eu consegui acompanhar os testes. Em um primeiro momento, aparentemente, os produtos foram aprovados. Irei passar amanhã (22-10-15) às 9 horas para conversar com a Dona Cida (Governanta) para saber a resposta definitiva.
"
1365;21/10/2015 01:59:59;Não;;Lual Alimentos;;Simone;15.10 Liguei porém telefone só chama no ramal 4 que é de compras
1353;21/10/2015 01:59:59;Sim;21/10/2015 12:06:04;Marilan;;Victor;Irineu disse que o processo está andando. Falei que vou continuar acompanhando e ligar semana que vem.
1349;21/10/2015 01:59:59;Sim;23/10/2015 17:32:49;Nutribem;;Alexandre Malhado;Tentativa de contato para agendar uma visita. A pessoa responsável (Rafael) não estava. Tentarei novamente amanhã.
1253;21/10/2015 01:59:59;Sim;21/10/2015 17:08:57;;;Victor;Conversa com Gabriel foi boa. Disse que está com PPHO espalhado pela fábrica para assim que tiver os resultados, começar a mudança de fornecedor. Disse que até o dia 20 de Outubro já tem os resultados. Vai chamar a gente para fazer um estudo de caso, e se tudo der certo, começa o trabalho com a gente. A conversa foi boa.
1345;20/10/2015 01:59:59;Não;;Chocolate Pan;;Simone;"14/01/2014  - FALEI COM CELIA, PEDIU APRESENTACAO POR E-MAIL, E RETORNAR PARA ELA NO FINAL DE FEVEREIRO
COMPRAS@CHOCOLATEPAN.COM.BR
28/03/2014 – FALEI COM CELIA, PEDIU E-MAIL NOVAMENTE DE APRESENTACAO E CADASTRO DA PROAUTO
27/05/2014 – CELIA DISSE QUE ESTA COM UMA NOVA GESTAO, E QUE ESTÁ RESOLVENDO OUTROS ASSUNTOS, COMBINEI DE IR LIGANDO PARA VER SE VAMOS MARCAR VISITA
10/06/2014 – CELIA PEDIU PARA RETORNAR NO COMECO DE AGOSTO
19/08/2014 – FALEI COM CELIA ESTA COM ALGUMAS MUDANCAS NA PARTE DE GESTAO DA EMPRESA, E NÃO PODE COLOCAR NENHUM PRODUTO EM TESTE, PEDIU PARA RETORNAR NA 2ª QUINZENA DE SETEMBRO OU COMECO DE OUTUBRO
01/10/2014 – FALEI COM CÉLIA, PEDIU PARA AGUARDAR MAIS 15 DIAS, ESTAO COM MUDANCA NA DIRETORIA, AÍ ELA ME PASSA PARA O LABORATORIO
12/01/2015 FALEI COM CELIA PEDIU PARA LIGAR LA PRO DIA 28/01 PARA AGENDAR ALGUMA COISA PARA FEVEREIRO
28/01/2015 CELIA DISSE QUE SO VAO LIBERAR DEPOIS DO CARNAVAL
19/03/2015 CELIA DISSE QUE SO VAO LIBERAR DEPOIS DA PASCOA
28/04/2015 – CELIA PEDIU PARA IR LIGANDO
15/10/2015 - Liguei hj estava em reuniao
16/10/2015 - Falei com Célia hoje nem se lembra mais, pediu para encaminhar novamente o e-mail de apresentacao na 2ªfeira dia 19/10 .e ligar para ela"
1228;20/10/2015 01:59:59;Não;;;Luciano;Jessica;"Falei com o Eduardo ele disse para entrar em contato com o Luciano Aquino, supervisor gastronomia.
Liguei para o Luciano, ele não estava falei com a Renata, ela pediu para encaminhar um email daqui duas semanas, pois ele está em um projeto agora e não irá conseguir dar atenção."
1368;17/10/2015 02:59:59;Não;;Freskito;;Simone;Alterado visita para dia 16/10 na parte da manhã, j solicitado amostras - Victor retira 
1350;17/10/2015 02:59:59;Sim;23/10/2015 17:08:41;Nosso Tempero;;Alexandre Malhado;A empresa é de porte pequeno. Atualmente eles compram produtos de limpeza em supermercados. Hoje eles utilizam apenas detergente neutro.  Caso o CNPJ seja aprovado, iremos mandar alguns produtos para teste, como: Neuter Ultra, Pro Ha 3000 CL.
1347;17/10/2015 02:59:59;Sim;16/10/2015 13:35:49;Frigol;;Victor;"Elaine disse que vai tentar fazer o comparativo de preços ainda hoje.

Acompanhar."
1330;17/10/2015 02:59:59;Não;;Lual Alimentos;;Simone;Liguei novamente Michelle está em reunião, retornar
1272;17/10/2015 02:59:59;Sim;23/10/2015 16:45:41;Pif Paf (Visconde do Rio Branco);;Victor;"Dani foi atenciosa. Disse que está trabalhando bem essa parte de testar novos fornecedores. Pediu para enviar catálogo, que vai retornar pedindo uma data para visita.

Ficar em cima."
1224;17/10/2015 02:59:59;Sim;21/10/2015 16:56:06;Predilecta;;Victor;Renato Spedo está de férias e volta na semana do dia 12.
834;17/10/2015 02:59:59;Não;;Supergelados Nora;;Victor;Enviado e-mail para Brisa novamente.
1362;16/10/2015 02:59:59;Não;;Laticinios Costa;;Simone;Liguei, mas Polianna está na fábrica, retornar mais tarde
1348;16/10/2015 02:59:59;Sim;21/10/2015 12:37:53;;;Victor;Deixado catálogo, caderno e cartão na portaria para o Rafael (piloto do dono). Acompanhar com ele.
1328;16/10/2015 02:59:59;Sim;21/10/2015 13:27:14;Cutrale Sucocítrico;;Victor;Aguardando amostras do peracético.
1323;16/10/2015 02:59:59;Sim;04/01/2016 17:17:45;Nestlé Purina PetCare;;Victor;Já encaminhado e-mail para Odelço. Aguardando resposta. Ficar em cima!!
1318;16/10/2015 02:59:59;Sim;26/10/2015 16:25:59;;;Victor;"Haroldo disse que não vinham cotando com a gente, pois nos 3 meses de teste da Start, os produtos eram todos da Start. Agora quem cuida das compras é a Andrezza, e ela tem até o dia 15 para cotar com a gente.

Ficar em cima da Andrezza."
1309;16/10/2015 02:59:59;Não;;Kim Alimentos(Frangos Temperados);;Simone;09.10.2015 - liguei para falar com o Calixto, estava em reunião - marcar para Vilmar visitar
1303;16/10/2015 02:59:59;Não;;Laticínios Tirolez;;Victor;"Conversa foi boa de novo. Amanda disse que está com problema para comprar soda, e vai querer conhecer novos fornecedores.

Disse que até semana que vem vai passar uma lista dos produtos que usa, para a gente passar os equivalentes e talvez dar andamento nos testes. Disse que se ela não me passar até quinta-feira, eu volto a ligar."
1263;16/10/2015 02:59:59;Sim;21/10/2015 16:31:29;Frango Rosaves;;Victor;Precisam que regule o gerador de espuma. Se programar para passar lá.
1186;15/10/2015 13:00:00;Não;;FSB Foods;;Renan;"Conversei com o Washigton, disse que a parte de produtos é apenas com o Junior. Número 2879-4967

Ele está de férias e retorna após o dia 15 de outubro."
1264;15/10/2015 12:00:00;Sim;23/10/2015 17:15:54;Agerip;;Alexandre Malhado;Entrar em contato para saber sobre os testes.
1366;15/10/2015 02:59:59;Não;;Frango nutribem;;Victor;"Rafael disse que a diretoria não tem interesse. Deve ser mentira.

Xande, tenta lá e ve se vc consegue."
1319;15/10/2015 02:59:59;Não;;;Ellen;Victor;"Enviado e-mail falando que vou estar passando pela região semana que vem. Pedi para dar uma passada rápida. 

"
1267;15/10/2015 02:59:59;Sim;20/10/2015 18:17:12;Bimbo;;Victor;Enviado e-mail para Junior cobrando o e-mail dele.
1052;15/10/2015 02:59:59;Sim;21/10/2015 13:37:56;Catupiry (Bebedouro);;Victor;A conversa foi boa novamente. A auditoria será de 18 a 21 de Agosto. Vai agendar para conversarmos com as supervisoras das 3 unidades em Bebedouro. Ligar dia 24 de Agosto.
1215;14/10/2015 17:00:00;Não;;Castelo alimentos.;;Jessica;Marcou uma reunião para o dia 14 de outubro as 14:00 hs.
1324;14/10/2015 02:59:59;Sim;13/10/2015 18:03:26;Laticinio Xando;;Victor;Silvia está com ramal ocupado. Não esquecer de ligar d novo.
1293;14/10/2015 02:59:59;Não;;Propolis MN;;Simone;07.10 - enviado apresentacao no e-mail da Camila
1281;14/10/2015 02:59:59;Sim;21/10/2015 13:02:50;;;Victor;"Talvez testem o Pro HA - ALC neste final de semana. Foi deixado amostra lá. Quem cuida agora é a Ana.

Ficar em cima."
1273;14/10/2015 02:59:59;Sim;20/10/2015 18:14:50;Vigor;;Victor;"Paulo disse que o processo de homologação é feito pelo Alex, no número (11) 2799-5699, e o supervisor da higienização agora é o Carlos Silva.

Tentar falar com esse tal de Alex."
1203;14/10/2015 02:59:59;Sim;13/10/2015 14:54:09;Casa Suíca;;Victor;Está no meio da campanha agora, vai ter auditoria na semana que vem, e pediu para ligar no início de outubro para a gente fazer um acompanhamento da higienização.
1284;13/10/2015 18:30:00;Sim;14/10/2015 13:10:53;Keleck (Jales);;Alexandre Malhado;Contato realizado com a própria Cristina. Visita agendada para terça-feira (13-10-2015) às 15:30.
1271;13/10/2015 17:00:00;Sim;14/10/2015 12:53:39;Nosso Tempero;;Alexandre Malhado;Contato realizado com a proprietária (Dona Leila) para terça-feira (13-10-15) às 14 horas. 
1329;13/10/2015 16:00:00;Não;;Kim Alimentos(Frangos Temperados);;Simone;07.10 - enviado apresentacao por e-mail
1266;13/10/2015 16:00:00;Não;;Cepera Ind.e Com Alimentos(Catchup/Molhos);;Simone;07.10 - enviado apresentacao por e-mail - Agendar para Vilmar ir
1233;13/10/2015 02:59:59;Sim;08/10/2015 18:14:27;Agerip;;Alexandre Malhado;Entreguei hoje as amostras de alguns produtos para testes.  Os produtos entregues foram: KIMI KAV 2 / PRO HS / PRO KLIMBE / PRO STAR LAVANDA / PRO HA 3000 CL / NEUTER ULTRA. Entrarei em contato dia 12-10-2015 para saber o resultado do teste.
1209;13/10/2015 02:59:59;Sim;27/10/2015 16:58:32;Spa Santa Cruz;;Alexandre Malhado;Contato realizado via telefone. A pessoa responsável (Marina) está de férias e só retornará ao trabalho no dia 10 de Outubro. Entrarei em contato novamente.
1300;10/10/2015 02:59:59;Sim;13/10/2015 19:41:25;Marilan;;Victor;Irineu disse que não haviam passado nada para ele. Enviado e-mail para ele com cópia para Edemir. Ficar em cima.
1276;10/10/2015 02:59:59;Sim;08/03/2016 12:47:00;Jazam Alimentos;;Victor;Gislaine disse que estava aguardando a amostra dos produtos para limpar o tacho, e os produtos que eles estão usando, não estão agradando muito. Gostaram dos nossos. Hoje é feriado em Pompéia e não consegue falar com os diretores, mas vai ver se ainda essa semana consegue fazer um pedido pelo menos do detergente.
1195;10/10/2015 02:59:59;Não;;JJZ;;Ivan;"
Reunião no dia 21 com Frederico e Felipe. Confirmar teste para daqui 3 semanas"
766;10/10/2015 02:59:59;Sim;13/10/2015 17:47:55;Frango nutribem;;Victor;Enviado e-mail perguntando se tem alguma novidade.
998;09/10/2015 13:00:00;Sim;09/10/2015 19:13:58;Top Cau;;Jessica;Conversei hoje com a Patricia, ela está saindo de férias. Disse que em agosto voltaremos a conversar para iniciar os testes. 
1317;09/10/2015 12:00:00;Sim;27/10/2015 16:53:34;Zippy Alimentos;;Alexandre Malhado;Tentativa de contato. O Junior (comprador) não estava na empresa hoje. Ligarei amanhã.
1307;09/10/2015 11:15:00;Sim;27/10/2015 16:42:54;Aladim;;Alexandre Malhado;Geisa não estava na empresa hoje. Pediu para retornar amanhã (09-10-15).
1326;09/10/2015 02:59:59;Não;;CarolPan;;Victor;Xande
1325;09/10/2015 02:59:59;Sim;22/02/2016 11:46:12;Frigorífico Olhos d'Agua;;Victor;Xande, eu imagino que esse seja um cliente bom. Não tive tempo de ficar em cima. Vai pra cima.
1320;09/10/2015 02:59:59;Sim;27/10/2015 16:34:35;Laticinios Estrela D Oeste;;Victor;Xande, esse cara é enrolado. Tem que ficar em cima. Eu acredito que ele vai comprar com a gente, mas tem que ficar bem em cima mesmo.
1315;09/10/2015 02:59:59;Sim;09/10/2015 18:36:04;;;Victor;Rodrigo está aguardando uma peça para montar o gerador e devolver.
1310;09/10/2015 02:59:59;Sim;22/02/2016 12:45:30;Alimentos Wilson;;Victor;Xande, ouvi dizer que eles estão meio mal das pernas, mas vai desenrolando com a Vera, ve os produtos que eles usam, e pede os dados cadastrais. A gente consulta e ve se vai pra cima ou não.
1308;09/10/2015 02:59:59;Sim;27/10/2015 16:30:18;;;Victor;Xande.
1301;09/10/2015 02:59:59;Sim;13/10/2015 17:40:47;Frigol;;Victor;Enviado cotação por e-mail. Acompanhar
1295;09/10/2015 02:59:59;Não;;;;Victor;Xande
1287;09/10/2015 02:59:59;Sim;29/01/2016 11:22:11;Frig West;;Victor;Xande, não me deixa esquecer de amanhã pedir para separar amostra do 2000 CL para testar no Frig West. O Renan vai para Rio Preto nesse fds, e aí ele já deixa com vc.
1286;09/10/2015 02:59:59;Sim;09/10/2015 19:25:56;;Ellen;Victor;Deixei recado. Vou ganhar a aposta.
1285;09/10/2015 02:59:59;Sim;22/02/2016 12:34:16;;;Victor;Xande, já vai organizando no seu Agendor.
1282;09/10/2015 02:59:59;Não;;;;Victor;Xande
1269;09/10/2015 02:59:59;Sim;22/02/2016 11:36:23;Frango Ouro;;Victor;Xande
1262;09/10/2015 02:59:59;Sim;09/10/2015 17:39:16;Ceratti;;Victor;Gabriel disse que a Camila é que é a responsável agora, mas não estava na mesa. Ligar mais tarde.
1205;09/10/2015 02:59:59;Sim;09/10/2015 17:24:50;Pão de Queijo do Maestro;;Victor;Jessica, se quiser, taca o pau. Qualquer coisa, me avisa. Esse é aquele que a gente visitou outro dia.
1188;09/10/2015 02:59:59;Sim;13/10/2015 17:37:45;BRF Foods;;Victor;Telefone da unidade de Goiás só dá ocupado. Enviado email pedindo para visitar na segunda-feira (21/09).
863;09/10/2015 02:59:59;Sim;09/10/2015 17:21:57;Wick Bold;;Victor;Thais disse que a Wickbold não tem uma pessoa responsável pela aprovação de produtos químicos, e ela é a responsável pelas embalagens, mas está cuidando disso. Está muito enrolada com outros processos que ela disse que é urgente de embalagens e só vai conseguir pegar o dos produtos depois. Não tem previsão.
741;09/10/2015 02:59:59;Sim;09/10/2015 19:03:20;Ultrapan;;Victor;Ana resondeu e-mail para Renan pedindo para voltar a conversar no meio do segundo semestre.
606;09/10/2015 02:59:59;Sim;08/10/2015 12:23:59;;;Victor;Enviado e-mail informando que estarei pela região e perguntando se precisam de visita ou algo.
1312;08/10/2015 20:00:00;Sim;08/10/2015 19:21:55;Doces Covizzi;;Alexandre Malhado;Tentativa de contato. O Senhor Mário (um dos proprietários) não estava. Tentarei mais tarde novo contato. 
1302;08/10/2015 20:00:00;Sim;08/10/2015 19:31:33;Keleck (Jales);;Alexandre Malhado;Tentativa de contato. A proprietária (Dona Cristina) não estava no estabelecimento. Ligarei ainda hoje.
1322;08/10/2015 13:00:00;Não;;Freskito;;Simone;07.10 enviado apresentacao por e-mail
1259;08/10/2015 13:00:00;Sim;08/10/2015 18:14:20;Ipê Park Hotel;;Alexandre Malhado;Visita reagendada para o dia 08-10-2015 as 10 horas. Não consegui visitá-lo no dia 01 de Outubro.
376;08/10/2015 13:00:00;Sim;13/10/2015 17:22:16;;;Victor;"Bete informou que só usa o peracético e o alcalino clorado. Disse que está sendo muito bem atendida e lembra de quando conversamos antes.



Não pensa em trocar e está resistente para receber visita. Ir mantendo contato pois ela tem boa memória."
1311;08/10/2015 02:59:59;Sim;08/10/2015 17:00:33;Doces Covizzi;;Victor;Xande
1299;08/10/2015 02:59:59;Não;;Grupo Hinomoto;;Victor;Xande
1292;08/10/2015 02:59:59;Sim;08/10/2015 18:09:42;Zippy Alimentos;;Victor;Xande, esse não deve comprar pouco também.
1288;08/10/2015 02:59:59;Sim;08/10/2015 18:21:56;Nosso Tempero;;Victor;Xande
1279;08/10/2015 02:59:59;Sim;22/02/2016 12:17:57;Beira Rio;;Victor;Xande
1277;08/10/2015 02:59:59;Não;;;;Victor;Xande, já vai organizando no seu agendor
1268;08/10/2015 02:59:59;Sim;08/10/2015 17:06:29;Keleck (Jales);;Victor;Xande
1250;08/10/2015 02:59:59;Sim;09/10/2015 18:55:49;Condomínio Portal do Morumbi;;Simone;Adriana solicitou amostras
1249;08/10/2015 02:59:59;Sim;08/10/2015 19:15:07;Aladim;;Victor;Xande, esse cliente fica em Mirassol. Pode dar andamento.
1223;08/10/2015 02:59:59;Sim;07/10/2015 19:26:28;Bimbo;;Victor;"Junior disse que vai mandar um e-mail para o pessoal de ""sanidade"" e me colocar em cópia, pedindo uma previsão de teste.

FICAR EM CIMA!!"
798;08/10/2015 02:59:59;Não;;Hercules Leite;;Victor;Tentar homologar na Tetra Pak.
632;07/10/2015 13:00:00;Sim;07/10/2015 19:33:21;Shefa Alimentos;;Renan;Jaqueline compra da Kalykim e Diversey, esta tranquila até o fim do ano.
1222;07/10/2015 12:30:00;Sim;14/10/2015 12:52:27;Hotel Fênix;;Alexandre Malhado;"Visita agendada para a próxima segunda-feira (28-09-15) às 9:30 com a Senhora Rose (Gerente). O hotel, atualmente, não compra produtos de limpeza de nenhum fornecedor. As compras são feitas todas em mercado como Atacadão ou Makro, ambos de São José do Rio Peto. Lembrando também que o hotel não possui lavanderia.
__________
28-09-15. Visita realizada com sucesso.  Atualmente a empresa usa 24 litros de Detergente Neutro / 12 litros de Veja / 48 litros de Desinfetante / 90 litros de Kiboa.  Vamos mandar uma amostra de cada para ela testar nossos produtos."
1071;07/10/2015 12:00:00;Não;;Grupo Petropolis - Assepsia;;Renan;Contrato com a Diversay acaba em Dezembro, retornar em outubro.
1261;07/10/2015 02:59:59;Sim;09/10/2015 18:46:47;Laticínios Jussara;;Victor;"Olirio (gerente industrial) ou Helio (gerente de compras)

Claudio disse que nenhum dos gerentes está com interesse em conhecer novos fornecedores. As decisões vem dos gerentes industriais ou de compras, que não estão pensando em trocar."
1241;07/10/2015 02:59:59;Sim;05/11/2015 18:25:43;Hospital Austa;;Alexandre Malhado;Contato realizado via telefone. Não consegui falar diretamente com o responsável pelas compras. Entretanto, mandei e-mail e vou entrar em contato novamente.
1225;07/10/2015 02:59:59;Não;;Hospital Ielar;;Alexandre Malhado;Contato via telefone com a Juliana do setor administrativo. Não consegui agendar uma visita pessoalmente. Pediu para enviar e-mail de apresentação da empresa. E-mail enviado e aguardando resposta.
1144;07/10/2015 02:59:59;Sim;06/10/2015 20:15:22;Frigol;;Victor;Silviane volta de férias daqui umas 3 semanas. Deixado recado para Tancredo retornar. Letícia em reunião.
869;07/10/2015 02:59:59;Sim;09/10/2015 17:18:11;Hospital São Lucas;;Victor;Já solicitado amostras para Simone. Levar assim que estiver por Santo André.
830;07/10/2015 02:59:59;Sim;07/10/2015 19:11:06;Cutrale Sucocítrico;;Victor;Thiago enviou e-mail para Ayr. Aguardar resposta para enrolar.
1208;06/10/2015 02:59:59;Não;;Gran Corte;;Ivan;Reunião com a Cristina e agendamos uma visita a partir do dia 5 após a auditoria para falar com a Luana.
1248;05/10/2015 13:00:00;Sim;09/10/2015 18:55:46;Cepam Panificadora;;Adriana;"Marcos está em horário de almoço.
Tentar contato."
1252;05/10/2015 12:00:00;Sim;14/10/2015 12:51:07;Hotel Fazenda dos Ipês;;Alexandre Malhado;Visita agendada para dia 05-10-2015 as 9 horas com Ronaldo. Atualmente a empresa não compra produtos de nenhuma empresa específica. As compras são feitas em supermercados atacadistas.
1236;03/10/2015 02:59:59;Sim;02/10/2015 13:31:24;Bebidas Poty;;Victor;"Sandra disse que estão com um cliente novo, e eles exigem muitas coisas que dificultam um teste.

A linha de cerveja está sendo montada, e vai demorar mais um mês para começar a rodar. Disse que quando eu estiver por Rio Preto, posso ligar e agendar uma visita."
1211;03/10/2015 02:59:59;Sim;27/10/2015 16:06:49;Faria Lima Flat;;Alexandre Malhado;Contato realizado via telefone.  A pessoa responsável (Fátima) não se encontrava no estabelecimento. Ligarei novamente na próxima sexta-feira (02-10-15).
1202;03/10/2015 02:59:59;Sim;15/02/2016 11:27:46;Motel Parati;;Alexandre Malhado;"Contato realizado via telefone com a Juliana. A mesma me disse para retornar no dia 25-09-2015 na parte da manhã, uma vez que o proprietário Ricardo só fica na empresa nas sextas-feiras na parte da manhã.
__________
28-09-15. Ainda não consegui falar com o proprietário. Tentarei na próxima sexta feira.  Horário mais fácil para contato é das 7 as 8 de segunda  sexta."
1190;03/10/2015 02:59:59;Sim;02/10/2015 18:52:53;Quality Hotel Saint Paul;;Alexandre Malhado;Contato realizado via telefone com a Senhora Rose. Visita agendada para o dia 02 de Outubro as 9 horas. 
1256;02/10/2015 13:00:00;Sim;09/10/2015 18:55:38;EBBA Maguary;;Jessica;"Enviado email para Renan perguntando sobre preços.
Bruna em cópia.
Ligar sexta para perguntar se ela recebeu os valores."
1258;02/10/2015 02:59:59;Sim;13/10/2015 17:21:41;Vigor;;Victor;Enviado FISPQ com as info da soda. Pedi para comprar a soda enquanto a gente vê as questões do nítrico.
1246;02/10/2015 02:59:59;Sim;29/09/2015 12:14:24;Marfrig;;Victor;Laercio disse que eu posso ir começando a cozinhar o Sandro em Promissão se eu quiser.  Ligar para Sandro e tentar passar lá dia 05/09.
1245;02/10/2015 02:59:59;Sim;07/10/2015 19:11:34;;;Victor;Enviado e-mail dizendo que vou estar por Curitiba na semana que vem. Aguardar retorno. Ficar em cima.
1237;02/10/2015 02:59:59;Sim;08/10/2015 12:03:38;;;Victor;Victor passou essas questões para Paula Alflen, ramal 3144-4954 paula.alflen@jbs.com.br. Ligar lá pelas 14:00 hrs.
1234;02/10/2015 02:59:59;Sim;02/10/2015 13:36:03;Bimbo;;Victor;Dificil atender o tel. Enviado mais um email. FICAR EM CIMA!
1230;02/10/2015 02:59:59;Não;;Sterlix Ambiental;;Simone;30.09 - Liguei novamente Tatiana não trabalha mais lá, falei com Aline, enviei novamente apresentação por e-mail
1219;02/10/2015 02:59:59;Sim;02/10/2015 18:48:07;Agerip;;Alexandre Malhado;"Contato realizado via telefone. Visita agendada para o dia 24-09-15 às 9 horas com a Senhora Letícia.
__________
24-09-15: Visita realizada com sucesso. Atualmente a empresa adquiri os produtos de limpeza da Start. Tirei fotos de todos os produtos que eles utilizam. Foram muito receptivos e possuem interesse em conhecer nossos produtos. Vou pedir ajuda ao Victor para fazermos uma  amostra com os produtos da Kimium.
__________
28-09-15. Entregarei as amostras para teste no dia 01-10-15
__________"
1193;01/10/2015 18:00:00;Sim;27/10/2015 18:08:02;Gran Rio Hotel;;Alexandre Malhado;Contato realizado via telefone com o Senhor Pedro, responsável pelo setor de compras. Ele relatou que compra da empresa Ecolab há 22 anos, mas disse que tem interesse em conhecer nossos produtos. Visita agendada para o dia 01 de Outubro as 15 horas.
1217;01/10/2015 13:00:00;Sim;02/10/2015 18:39:26;Ipê Park Hotel;;Alexandre Malhado;Visita agendada para 01-10-15 às 10 horas com Rafael.
1260;01/10/2015 02:59:59;Sim;30/09/2015 14:30:29;;;Victor;Felipe Jeong não trabalha mais lá. Disse para falar com Victor, no 3144-5050.
1257;01/10/2015 02:59:59;Não;;Condomínio Portal do Morumbi;;Simone;25/09 enviado catálogo no e-mail da Roseli
1243;01/10/2015 02:59:59;Não;;Aladim;;Victor;"Olirio (gerente industrial)  ou Helio (gerente de compras)

Claudio disse que nenhum dos gerentes está com interesse em conhecer novos fornecedores. As decisões vem dos gerentes industriais ou de compras, que não estão pensando em trocar."
1227;01/10/2015 02:59:59;Sim;13/10/2015 12:13:21;Pif Paf (Visconde do Rio Branco);;Victor;Daniela não estava na mesa mais uma vez. Deixado recado.
1226;01/10/2015 02:59:59;Sim;07/10/2015 19:09:53;Special Dog;;Victor;Roberta está em auditoria. Ligar amanhã a partir das 14:00.
1197;01/10/2015 02:59:59;Sim;27/10/2015 15:58:24;Motel Millennium;;Alexandre Malhado;"Contato realizado via telefone com Dona Lucélia. Marquei uma visita para hoje no período da tarde. Ela trabalha na empresa há 14 anos. Relatou que compra poucos produtos de limpeza, uma vez que o movimento do motel não é intenso. Trabalha com o Mundclean 7000 da Mundial Química.
__________
Visita realizada com sucesso. Fomos bem recebidos pela Dona Lucélia. Iremos enviar alguns produtos para que ela faça o teste.  Grandes chances de se tornar um cliente.
__________
28-09-15. Contato via telefone para pegar dados cadastrais. Produtos usados atualmente. Detergente Neutro / Detergente para chão Mundclean 7000 (azul) / Produto para bater hidromassagem. Ligar para ela na quarta-feira (30-07-15) para passa o preço dos produtos. Talvez não seja necessário mandar amostras grátis. Ela vai adquirir os produtos direto.
"
1011;01/10/2015 02:59:59;Sim;06/10/2015 13:42:26;Salute;;Victor;"Entreguei catálogo em mãos. O processo é iniciado por compras e a pessoa de compras estava em fechamento de mês e não pôde me receber.



Ligar depois."
1179;30/09/2015 13:00:00;Não;;Argenzio Laticinio;;Simone;15/09/2015 - Falei com André está gostando dos produtos, pediu para aguardar até o final do mês.Acabando os testes, temos que falar com Ricardo(negociação)
745;30/09/2015 13:00:00;Não;;Frigo Astra;;Renan;Ligar
1218;30/09/2015 02:59:59;Sim;20/01/2016 11:15:15;Divine Motel;;Alexandre Malhado;Falei com a Mariá e ela pediu para que eu retornasse o contato na próxima terça-feira (29-09-15), pois a gerente está de férias e só retornará ao trabalho nesse dia. A empresa possui lavanderia própria. Os produtos de limpeza são fornecidos por duas empresas: Mustang Pluron e a outra ela não lembrou o nome.
1221;29/09/2015 12:00:00;Não;;Comfort Hotel - Saint Peter;;Alexandre Malhado;Visita agendada para o dia 29-09-15 às 9 horas com a Senhora Cida. 
1213;29/09/2015 02:59:59;Não;;Condomínio Portal do Morumbi;;Simone;24.09 - Cecilia ex.funcionaria da Ciama, solicitou visita da Adriana para apresentar nossos produtos, já enviei e-mail para Adriana
1216;28/09/2015 13:00:00;Não;;Sterlix Ambiental;;Simone;22.09 - Falei com Tatiana de compras , recebeu nosso e-mail porém ela está sozinha essa semana, não vai atender ningué, pediu para retornar semana que vem para marcar visita
1102;28/09/2015 02:59:59;Sim;07/10/2015 18:40:22;Doces Covizzi;;Victor;28.07 - mario nao estava
1065;28/09/2015 02:59:59;Sim;07/10/2015 12:39:52;Cory Alimentos;;Renan;22/07/2015 - Liguei ,mas Suellen já tinha ido embora retornar 23/07
875;28/09/2015 02:59:59;Sim;07/10/2015 18:41:02;Grupo Hinomoto;;Victor;Cícero disse que o Mult 10.000 limpou bem mas não tirou o corante. Levar um clorado ou o Pro R1.
856;28/09/2015 02:59:59;Sim;07/10/2015 18:40:35;Doces Covizzi;;Victor;Mario não está na empresa hoje. Deve ter emendado o feriado.
848;28/09/2015 02:59:59;Sim;07/10/2015 18:37:53;Frig West;;Victor;3000 CL aprovado. Vão testar o Neuterax na sexta-feira. Cotação já enviada.
812;28/09/2015 02:59:59;Sim;07/10/2015 18:25:12;Alimentos Wilson;;Victor;Vera disse que pode receber visita qualquer dia da semana que vem, menos na terça-feira. Tentar passar na segunda.
811;28/09/2015 02:59:59;Sim;07/10/2015 18:35:05;Frigorífico Olhos d'Agua;;Victor;Visitar quando for para Barretos SEM FALTA!
759;28/09/2015 02:59:59;Sim;07/10/2015 18:39:10;Zippy Alimentos;;Victor;Junior informou que Bruna não está mais na empresa. Pediu para enviar e-mail para ele não esquecer de ver o procedimento.
650;28/09/2015 02:59:59;Sim;07/10/2015 18:32:54;Laticinios Estrela D Oeste;;Victor;Laercio disse que passou a nossa cotação para a frente, e até o fim do mês vão ligar para a gente. É esperar pra ver...
511;28/09/2015 02:59:59;Sim;06/10/2015 14:27:14;Aladim;;Victor;Enviei e-mail para a Geisa perguntando. Cobrar.
315;28/09/2015 02:59:59;Sim;07/10/2015 18:34:00;Nosso Tempero;;Victor;Visitar quando estiver em Estrela
298;27/09/2015 18:30:00;Sim;07/10/2015 19:14:49;Senac;;Victor;Pegar novamente nome da pessoa e reiniciar processo todo.
1103;27/09/2015 18:00:00;Sim;07/10/2015 18:33:35;Laticinios Estrela D Oeste;;Victor;27/07/2015 - Laércio esta de férias, retorna semana que vem
1113;27/09/2015 17:30:00;Sim;07/10/2015 18:32:14;Beira Rio;;Victor;27/07/2015 liguei para falar com Ismael, mas está na fábrica, retornar mais tarde
4;27/09/2015 17:00:00;Sim;07/10/2015 18:39:29;Keleck (Jales);;Victor;Falar com cristina
1116;27/09/2015 13:00:00;Sim;08/10/2015 12:13:52;Cobb Vantress;;Victor;28/07/2015 - Leonardo está de férias, retorna dia 10/08
