ID;Nome;Nome Fantasia;Razão Social;CNPJ;Telefone;Celular;E-mail;WhatsApp;Website;Endereço Completo;Rua;Número;Complemento;Bairro;Cidade;Estado;CEP;Setor;Categoria;Responsável;Data Cadastro;Total Histórico;Total Negócios;Descrição
2023;Ecn - Passaro Marron;Ecn - Passaro Marron;;;(1) 13195-4249;;;;;Fernão Dias, 753, Vila Itapegica, 07053171;Fernão Dias;753;;Vila Itapegica;;;07053171;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:47;0;0;NULL
2452;Ecn Pronutri - Faturamento;Ecn Pronutri - Faturamento;;;(1) 12521-8894;;;;;Quintana, 753, Cidade Monções, 04569011;Quintana;753;;Cidade Monções;;;04569011;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:47;0;0;NULL
2321;Ecn Pronutri - Metalur Filial;Ecn Pronutri - Metalur Filial;;;(1) 13195-4249;;;;;Estr. Do Zilo, 1200, Honda, 18147000;Estr. Do Zilo;1200;;Honda;;;18147000;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:47;0;0;NULL
2112;Efitrans;Efitrans;;;(1) 12954-4487;;;;;Lídice, 22, Parque Novo Mundo, 02174010;Lídice;22;;Parque Novo Mundo;;;02174010;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:47;0;0;NULL
170;El Botin;El Botin;;;(11) 99975-0098;;;;;Rua das Esmeraldas, 473, Bairro Jardim, Alcinópolis, SP;Rua das Esmeraldas;473;;Bairro Jardim;Alcinópolis;SP;;Geral / Outros;Sem Categoria;Não Atribuído;30/06/2015 21:50;16;0;04 restaurantes
249;Embrase;Embrase;;;(11) 3879-6200;;;;;Avenida Santa Marina, 1560, Água Branca, Álvares Florence, SP, 05036001;Avenida Santa Marina;1560;;Água Branca;Álvares Florence;SP;05036001;Geral / Outros;Sem Categoria;Não Atribuído;08/10/2014 23:37;2;0;
67;Empório Sao Paulo;Empório Sao Paulo;;;(11) 7890-4067;;;;;;;;;;;;;Geral / Outros;Sem Categoria;Não Atribuído;11/06/2015 23:19;1;0;
2050;Emporium;Emporium;;;(1) 14437-3690;;;;;Higienópolis, 177, Vila Gilda, 09190360;Higienópolis;177;;Vila Gilda;;;09190360;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:47;0;0;NULL
2090;Emporium Sao Paulo Afonso Braz;Emporium Sao Paulo Afonso Braz;;;(1) 13848-3700;;;;;Afonso Braz, 431, Vila Nova Conceição, 04511011;Afonso Braz;431;;Vila Nova Conceição;;;04511011;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:47;0;0;NULL
2221;Emporium Sao Paulo - Cotovia;Emporium Sao Paulo - Cotovia;;;(1) 15538-4600;;;;;Cotovia, 159, V Uberabin, 04517001;Cotovia;159;;V Uberabin;;;04517001;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:47;0;0;NULL
2146;Emporium Sao Paulo - Irai;Emporium Sao Paulo - Irai;;;(1) 15534-4600;;;;;Iraí, 675, Indianópolis, 04082002;Iraí;675;;Indianópolis;;;04082002;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:47;0;0;NULL
2012;Emporium São Paulo - Jurema;Emporium São Paulo - Jurema;;;(1) 15054-8000;;;;;Jurema, 271, Indianópolis, 04079001;Jurema;271;;Indianópolis;;;04079001;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:47;0;0;NULL
2233;Emporium Sao Paulo - Maracatins;Emporium Sao Paulo - Maracatins;;;(1) 13053-3310;;;;;Dos Maracatins, 217, Indianópolis, 04089010;Dos Maracatins;217;;Indianópolis;;;04089010;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:47;0;0;NULL
2458;Emporium Sao Paulo - Pedroso;Emporium Sao Paulo - Pedroso;;;(1) 13704-3899;;;;;Pedroso Alvarenga, 803, Jardim Paulista, 04531011;Pedroso Alvarenga;803;;Jardim Paulista;;;04531011;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:47;0;0;NULL
131;Empresa teste;Empresa teste;;;;;;;;;;;;;;;;Geral / Outros;Sem Categoria;Não Atribuído;26/05/2015 23:14;0;0;
54;Enova Foods Catanduva;Enova Foods Catanduva;;46948287000187;(17) 3531-4000;;;;;Av.Elias Bauab, 665, Distrito Industrial, São João da Lagoa, SP;Av.Elias Bauab;665;;Distrito Industrial;São João da Lagoa;SP;;Geral / Outros;Sem Categoria;Não Atribuído;21/05/2015 15:27;7;0;
2049;Escala Tur;Escala Tur;;;(1) 15512-7365;;;;;Joaquim Nunes Teixeira, 151, Vila Plana, 05731370;Joaquim Nunes Teixeira;151;;Vila Plana;;;05731370;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:47;0;0;NULL
20;Euro Comércio Exteriror;Euro Comércio Exteriror;;;(11) 42248800;;qualidade@eurofood.com.br;;;Rua Major Carlos Del Prette, 195, SP;Rua Major Carlos Del Prette;195;;;;SP;;Geral / Outros;Sem Categoria;Não Atribuído;12/06/2015 02:18;0;0;
284;Euro Foods;Euro Foods;;;(11) 4224-8000;;qualidade@hiperfoods.ind.br;;;RUA MAJOR CARLO DEL PRETE, 170, CENTRO, Cerro Negro, SP;RUA MAJOR CARLO DEL PRETE;170;;CENTRO;Cerro Negro;SP;;Geral / Outros;Sem Categoria;Não Atribuído;28/05/2015 18:03;1;0;
2145;Exkalla;Exkalla;;;(1) 19827-4442;;;;;Adolfo Bastos, 116, Vila Bastos, 09041000;Adolfo Bastos;116;;Vila Bastos;;;09041000;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:47;0;0;NULL
2420;F.G.R - Prime Alimentação - Interlagos;F.G.R - Prime Alimentação - Interlagos;;;;;;;;Pedro Santalúcia, 250, Interlagos, 04815250;Pedro Santalúcia;250;;Interlagos;;;04815250;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:47;0;0;NULL
2184;F L Pedreira - Oakberry Raposo Shopping;F L Pedreira - Oakberry Raposo Shopping;;;(1) 12096-8898;;;;;Raposo Tavares, 3779, Jardim Arpoador, 05577300;Raposo Tavares;3779;;Jardim Arpoador;;;05577300;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:47;0;0;NULL
893;Fábricas de Doce Santa Helena;Fábricas de Doce Santa Helena;;;(16) 3934-1000;;;;http://www.santahelena.com/;Rua Paraguai, Parque Industrial Coronel Quito Junqueira, Paiva, SP, 14075350;Rua Paraguai;;;Parque Industrial Coronel Quito Junqueira;Paiva;SP;14075350;Geral / Outros;Sem Categoria;Não Atribuído;21/01/2016 15:02;2;0;
2261;Famcar Estetica - Mg;Famcar Estetica - Mg;;;(3) 79192-1606;;;;;Rodolfo Jacob, 127, Barreiro, 30640480;Rodolfo Jacob;127;;Barreiro;;;30640480;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:47;0;0;NULL
830;Faria Lima Flat;Faria Lima Flat;;;(17) 3201-1540;;;;;Avenida Brigadeiro Faria Lima, 5045, Vila São José, Nova Brasilândia, SP;Avenida Brigadeiro Faria Lima;5045;;Vila São José;Nova Brasilândia;SP;;Geral / Outros;Sem Categoria;Não Atribuído;24/09/2015 04:49;2;0;
2440;Farol Verde - Red. Bap;Farol Verde - Red. Bap;;;;;;;;General Bertoldo Klinger, 50, Pauliceia, 09688000;General Bertoldo Klinger;50;;Pauliceia;;;09688000;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:47;0;0;NULL
94;Fazenda Bela Vista;Fazenda Bela Vista;;;(35) 3551-2800;;;;;Guapó, SP;;;;;Guapó;SP;;Geral / Outros;Sem Categoria;Não Atribuído;27/05/2015 16:05;3;0;
179;Fazendinha;Fazendinha;;;(19) 3879-5090;;;;;Rod. Campinas - Monte Mor, Km 15, Piranguçu, SP;Rod. Campinas - Monte Mor;;Km 15;;Piranguçu;SP;;Geral / Outros;Sem Categoria;Não Atribuído;23/04/2015 18:24;4;0;
2187;Fernanda Hentz;Fernanda Hentz;;;;;;;;Rui Barbosa, 606, Vila Rezende, 13405217;Rui Barbosa;606;;Vila Rezende;;;13405217;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:47;0;0;NULL
2417;Fernando Kinukawa;Fernando Kinukawa;;;;;;;;Santo Amaro, 201, Bela Vista, 01315000;Santo Amaro;201;;Bela Vista;;;01315000;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:47;0;0;NULL
196;Ferraspari Bebidas e Refrigerantes;Ferraspari Bebidas e Refrigerantes;;;(11) 4588-2315;;;;;Av.Dr.Cavalcanti, 137, Centro, Triunfo Potiguar, SP;Av.Dr.Cavalcanti;137;;Centro;Triunfo Potiguar;SP;;Geral / Outros;Sem Categoria;Não Atribuído;21/07/2015 15:49;1;0;
101;Festival Ceagesp;Festival Ceagesp;;;;(11) 947288601;bruna@sampafoods.com.br;(11) 947288601;;Doutor gastão vidgal ceagesp portão 4, SP;Doutor gastão vidgal ceagesp portão 4;;;;;SP;;Geral / Outros;Sem Categoria;Não Atribuído;29/05/2015 02:16;7;0;
187;FGA Foods;FGA Foods;;;(11) 3714-0666;;;;;Avenida Jaguaré, 1500, Jaguaré, Álvares Florence, SP;Avenida Jaguaré;1500;;Jaguaré;Álvares Florence;SP;;Geral / Outros;Sem Categoria;Não Atribuído;27/05/2015 23:15;1;0;
260;Flamboia;Flamboia;;;(11) 4529-8500;;;;;Av. Antonio Ortega, 3604;Av. Antonio Ortega;3604;;;;;;Geral / Outros;Sem Categoria;Não Atribuído;19/05/2015 21:29;5;0;
2070;Flavia Malia Fogazzaria;Flavia Malia Fogazzaria;;;;;;;;Basiléia, 385, Parque Novo Oratório, 09260210;Basiléia;385;;Parque Novo Oratório;;;09260210;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:47;0;0;NULL
2249;Flavio Soares - Termomecanica;Flavio Soares - Termomecanica;;;(1) 14366-9777;;;;;João Paulo, 2, Dos Casa, 09845310;João Paulo;2;;Dos Casa;;;09845310;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:47;0;0;NULL
2287;Florali;Florali;;;;;;;;Vupabussu, 219, Pinheiros, 05429040;Vupabussu;219;;Pinheiros;;;05429040;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:47;0;0;NULL
140;Florio Alimentos;Florio Alimentos;;;;;;;;;;;;;;;;Geral / Outros;Sem Categoria;Não Atribuído;15/01/2015 16:27;6;0;
2140;Flv - Quitanda - Pinheiros;Flv - Quitanda - Pinheiros;;;(1) 13060-3230;;;;;Artur De Azevedo, 1433, Pinheiros, 05404013;Artur De Azevedo;1433;;Pinheiros;;;05404013;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:47;0;0;NULL
938;Folha de Uva Restaurante;Folha de Uva Restaurante;;;(11) 3135-4080;;;;;Avenida Kennedy, 700, Golden Square Shopping, Itinga, SP;Avenida Kennedy;700;Golden Square Shopping;;Itinga;SP;;Geral / Outros;Sem Categoria;Não Atribuído;25/08/2015 23:44;8;0;
705;Fontagua;Fontagua;;;;;;;;;;;;;;;;Geral / Outros;Sem Categoria;Não Atribuído;24/08/2015 18:39;0;0;
2484;Formtap Ind.E Com S.A;Formtap Ind.E Com S.A;;;;;;;;Capistrano De Abreu, 190, Taboão, 09940470;Capistrano De Abreu;190;;Taboão;;;09940470;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:48;0;0;NULL
144;Forno de Minas;Forno de Minas;;;(37) 3271-0317;;;;;Via de acesso ás chacas campo do meio , Bairro Chararás Reunidas Santa Terezinha, Minduri, MG;Via de acesso ás chacas campo do meio ;;;Bairro Chararás Reunidas Santa Terezinha;Minduri;MG;;Geral / Outros;Sem Categoria;Não Atribuído;11/05/2015 19:59;3;0;
806;Fortlev;Fortlev;;;(47) 3801-5200;;;;;BR 101, 64, Morro Cabeça no Tempo, SC;BR 101;64;;;Morro Cabeça no Tempo;SC;;Geral / Outros;Sem Categoria;Não Atribuído;31/08/2015 21:26;1;0;
801;Frango da Villa;Frango da Villa;;;(19) 3608-8199;;;;;;;;;;;;;Geral / Outros;Sem Categoria;Não Atribuído;10/09/2015 20:14;3;0;
39;Frango Espacial;Frango Espacial;;;(11) 43514688;;financeiro@frangoespacial.com.br;;;Rua Soldano , 30, SP;Rua Soldano ;30;;;;SP;;Geral / Outros;Sem Categoria;Não Atribuído;12/06/2015 02:18;0;0;
145;Frango Facio;Frango Facio;;07251005000136;(17) 3245-1154;;;;;Rodovia Vicinal José Bonifácio a Nipoã, Km 03, Aquidauana, SP, 15200000;Rodovia Vicinal José Bonifácio a Nipoã;;Km 03;;Aquidauana;SP;15200000;Geral / Outros;Sem Categoria;Não Atribuído;02/03/2015 19:39;23;0;
335;Frango nutribem;Frango nutribem;;;(17) 3811-1116;;;;;;;;;;;;;Geral / Outros;Sem Categoria;Não Atribuído;19/10/2014 13:52;11;0;
25;Frango Ouro;Frango Ouro;;;;;;;;Rodovia Br 158 , Km 4, Zona Rural, Tapira, MS, 79570000;Rodovia Br 158 ;;Km 4;Zona Rural;Tapira;MS;79570000;Geral / Outros;Sem Categoria;Não Atribuído;07/11/2014 13:22;10;1;
403;Frango Rico;Frango Rico;;56431364000180;(17) 3405-9500;;bianca.cq@frangorico.com;;www.frangorico.com.br;Avenida Doutor Augusto Aparecido Arroyo Marchi, 3795, Parque Industrial II, Ibiraçu, SP, 15507000;Avenida Doutor Augusto Aparecido Arroyo Marchi;3795;;Parque Industrial II;Ibiraçu;SP;15507000;Geral / Outros;Sem Categoria;Não Atribuído;06/10/2014 21:38;0;1;Processamento de Frango
309;Frango Rosaves;Frango Rosaves;;;(14) 3888-1370;;;;;Marcos Martins Ver, 111, Campos Borges, SP, 18580000;Marcos Martins Ver;111;;;Campos Borges;SP;18580000;Geral / Outros;Sem Categoria;Não Atribuído;08/10/2014 23:37;14;0;
763;FrangodaVilla ( São José do Rio Pardo);FrangodaVilla ( São José do Rio Pardo);;;(19) 3681-4556;;;;;;;;;;;;;Geral / Outros;Sem Categoria;Não Atribuído;03/09/2015 20:25;1;0;
104;Frangoeste;Frangoeste;;;(15) 3285-8200;;;;;Rod. Marechal Rondon km 159, 21500, São Pedro da Cipa, SP;Rod. Marechal Rondon km 159;21500;;;São Pedro da Cipa;SP;;Geral / Outros;Sem Categoria;Não Atribuído;01/07/2015 23:21;4;0;
52;Frescatto Laticinio;Frescatto Laticinio;;;(21) 3527-9393;;;;;Rua Projetada, 27, Ribeirão Vermelho, RJ;Rua Projetada;27;;;Ribeirão Vermelho;RJ;;Geral / Outros;Sem Categoria;Não Atribuído;21/05/2015 16:49;0;0;
947;Freskito;Freskito;;52547072000157;;;;;;Rua Tenente Onofre Rodrigues de Aguiar, 901, Vila Industrial, Aimorés, SP;Rua Tenente Onofre Rodrigues de Aguiar;901;;Vila Industrial;Aimorés;SP;;Geral / Outros;Sem Categoria;Não Atribuído;07/10/2015 22:30;4;0;
30;Friella;Friella;;;(45) 3240-8748;;;;;Rodovia BR 277, 680;Rodovia BR 277;680;;;;;;Geral / Outros;Sem Categoria;Não Atribuído;15/05/2015 18:38;2;0;
473;Frig West;Frig West;;;(17) 3236-2066;;;;;;;;;;;;;Geral / Outros;Sem Categoria;Não Atribuído;27/05/2015 23:26;10;0;
305;Frigo Astra;Frigo Astra;;;(44) 3676-8130;;;;;;;;;;;;;Geral / Outros;Sem Categoria;Não Atribuído;13/05/2015 21:47;5;0;
148;Frigo Cruz;Frigo Cruz;;;(44) 3676-1244;;;;;Tabapuã, PR;;;;;Tabapuã;PR;;Geral / Outros;Sem Categoria;Não Atribuído;13/06/2015 16:17;3;0;
210;Frigo Plus;Frigo Plus;;;(11) 2086-9199;;;;;Eunice, 177, Piraúba, SP;Eunice;177;;;Piraúba;SP;;Geral / Outros;Sem Categoria;Não Atribuído;27/05/2015 21:19;4;0;
344;Frigo Seva;Frigo Seva;;;(46) 3220-5055;;carla.oliveira@vibra.com.br;;; Rua Tapir 1149, Centro, Morada Nova, PR, 85502970; Rua Tapir 1149;;;Centro;Morada Nova;PR;85502970;Geral / Outros;Sem Categoria;Não Atribuído;11/08/2015 21:03;0;0;
373;Frigoboi;Frigoboi;;;(17) 2137-2777;;;;www.frigoboi.com.br;;;;;;;;;Geral / Outros;Sem Categoria;Não Atribuído;07/10/2014 05:42;1;0;
331;Frigocruz;Frigocruz;;;(44) 3676-1244;;;;;Av. Paraná, 323, Tabapuã, PR, 87400000;Av. Paraná;323;;;Tabapuã;PR;87400000;Geral / Outros;Sem Categoria;Não Atribuído;27/05/2015 17:52;5;0;
469;Frigoestrela;Frigoestrela;;;;;controlequalidade@frigoestrela.com.br;;www.estrelaalimentos.com.br;Formoso do Araguaia, SP, 15650000;;;;;Formoso do Araguaia;SP;15650000;Geral / Outros;Sem Categoria;Não Atribuído;06/10/2014 21:22;0;1;Frigorífico
301;Frigol;Frigol;;;(14) 3269-3900;;;;;Rua Doutor Gabriel de Oliveira Rocha, 704, Vila Mamedina, Itacuruba, SP, 18681030;Rua Doutor Gabriel de Oliveira Rocha;704;;Vila Mamedina;Itacuruba;SP;18681030;Geral / Outros;Sem Categoria;Não Atribuído;19/10/2014 13:52;13;0;
15;Frigorífico Albatroz;Frigorífico Albatroz;;;(38) 32222367;(38) 32147033;;(38) 32147033;;Dep Esteves Rodrigues , 1460, mercado central , MG;Dep Esteves Rodrigues ;1460;mercado central ;;;MG;;Geral / Outros;Sem Categoria;Não Atribuído;13/06/2015 01:08;1;0;
334;Frigorifico Angelelli;Frigorifico Angelelli;;;(19) 3415-9500;;mariana@angelelli.com.br;;www.angelelli.com.br;Rua João Pedro Corrêa, 1111, Santa Terezinha, Tibau do Sul, SP, 13411142;Rua João Pedro Corrêa;1111;;Santa Terezinha;Tibau do Sul;SP;13411142;Geral / Outros;Sem Categoria;Não Atribuído;06/10/2014 20:04;1;1;Frigorífico
297;Frigorifico BB;Frigorifico BB;;;(11) 3647-4000;;rubia@frigorificobb.com.br;;www.frigorificobb.com.br;Avenida Mofarrej, 1504, Vila Leopoldina, Álvares Florence, SP, 05311000;Avenida Mofarrej;1504;;Vila Leopoldina;Álvares Florence;SP;05311000;Geral / Outros;Sem Categoria;Não Atribuído;06/10/2014 23:27;0;1;Frigorífico
742;Frigorífico Better Beef;Frigorífico Better Beef;;;(18) 3265-9510;;;;http://www.betterbeef.com.br/;Chapecó, SP, 19600000;;;;;Chapecó;SP;19600000;Geral / Outros;Sem Categoria;Não Atribuído;19/01/2016 13:52;7;0;
768;Frigorifico Boa Vista;Frigorifico Boa Vista;;;(62) 3516-1300;;controle_boavista@hotmail.com;;;Praia Grande, GO;;;;;Praia Grande;GO;;Geral / Outros;Sem Categoria;Não Atribuído;20/11/2015 00:12;3;0;
176;Frigorifico Boi Mix;Frigorifico Boi Mix;;18715000000133;(17) 3485-1294;(17) 99914-9521;;(17) 99914-9521;;Estrada Vicinal Jose M. Barreto, Varacao, Nossa Senhora do Livramento, SP, 15520000;Estrada Vicinal Jose M. Barreto;;;Varacao;Nossa Senhora do Livramento;SP;15520000;Geral / Outros;Sem Categoria;Não Atribuído;07/10/2014 03:44;0;1;Frigorífico
889;Frigorífico Boi Mix;Frigorífico Boi Mix;;;(17) 3485-2179;;;;;Estrada Vicinal José Marciano Barreto - Km 2, Nossa Senhora do Livramento, SP;Estrada Vicinal José Marciano Barreto - Km 2;;;;Nossa Senhora do Livramento;SP;;Geral / Outros;Sem Categoria;Não Atribuído;11/03/2016 21:13;2;0;
467;Frigorífico Cardeal;Frigorífico Cardeal;;;;;;;www.fcardeal.com.br;Rua 28 de Julho, Cerro Negro, SP;Rua 28 de Julho;;;;Cerro Negro;SP;;Geral / Outros;Sem Categoria;Não Atribuído;04/11/2014 13:56;10;0;
341;Frigorífico Frian;Frigorífico Frian;;;;;;;;;;;;;;;;Geral / Outros;Sem Categoria;Não Atribuído;19/10/2014 13:52;0;0;
734;Frigorifico Friato;Frigorifico Friato;;;(64) 3461-1900;;;;;Rod GO 330, km 1, Porto União, GO;Rod GO 330, km 1;;;;Porto União;GO;;Geral / Outros;Sem Categoria;Não Atribuído;23/09/2015 19:53;5;0;
87;Frigorífico Frigonossa;Frigorífico Frigonossa;;;(35) 3715-8000;;pedrosergio@frigonossa.com.br;;;Estrada Anna Antonia Merli km 12 ;Estrada Anna Antonia Merli km 12 ;;;;;;;Geral / Outros;Sem Categoria;Não Atribuído;10/06/2015 04:17;10;0;
868;Frigorifico JJZ;Frigorifico JJZ;;;(62) 3433-7500;;;;;Rod GO 070 Km 13, Conquista D Oeste, GO;Rod GO 070 Km 13;;;;Conquista D Oeste;GO;;Geral / Outros;Sem Categoria;Não Atribuído;23/09/2015 17:25;2;0;
905;Frigorifico Juti Imp e Exp LTDA;Frigorifico Juti Imp e Exp LTDA;;;(67) 3463-1009;;;;;;;;;;;;;Geral / Outros;Sem Categoria;Não Atribuído;09/10/2015 21:38;0;0;
206;Frigorifico Laranjal;Frigorifico Laranjal;;;(15) 3383-9898;;;;;Rod. Marechal Rondon, 171, Av. Silpa - Bairro da Ponte, Manfrinópolis, SP;Rod. Marechal Rondon;171;Av. Silpa - Bairro da Ponte;;Manfrinópolis;SP;;Geral / Outros;Sem Categoria;Não Atribuído;01/07/2015 23:21;4;0;
394;Frigorifico Martini Alimentos;Frigorifico Martini Alimentos;;;(19) 3829-2713;;;;;Joao Bissotto Filho, 1821, Ortizes, Constantina, SP;Joao Bissotto Filho;1821;;Ortizes;Constantina;SP;;Geral / Outros;Sem Categoria;Não Atribuído;20/07/2015 17:09;9;0;
489;Frigorifico Nosso;Frigorifico Nosso;;;;;;;;;;;;;;;;Geral / Outros;Sem Categoria;Não Atribuído;28/05/2015 18:39;2;0;
407;Frigorífico Olhos d'Agua;Frigorífico Olhos d'Agua;;;(16) 3832-8001;;;;;Joaquim Nabuco, 629, Figueirópolis, SP, 14610000;Joaquim Nabuco;629;;;Figueirópolis;SP;14610000;Geral / Outros;Sem Categoria;Não Atribuído;09/10/2014 15:00;6;0;
230;Frigorífico Santa Lúcia;Frigorífico Santa Lúcia;;;(34) 3242-8455;;;;;Rua Julio Cesar de Souza, 970, Carlinda, MG;Rua Julio Cesar de Souza;970;;;Carlinda;MG;;Geral / Outros;Sem Categoria;Não Atribuído;22/06/2015 17:18;6;0;
898;Frigorifico Super Frango;Frigorifico Super Frango;;;(62) 3375-7000;;;;;Rod GO 070 Km 88, Zona Rural, Birigüi, GO, 76630000;Rod GO 070 Km 88;;Zona Rural;;Birigüi;GO;76630000;Geral / Outros;Sem Categoria;Não Atribuído;23/09/2015 17:37;11;0;
832;Frigorifico Trevão;Frigorifico Trevão;;;(62) 3259-9404;;;;;;;;;;;;;Geral / Outros;Sem Categoria;Não Atribuído;19/11/2015 05:20;0;0;
307;Frigorifico Wessel;Frigorifico Wessel;;;(11) 3777-4466;;;;;;;;;;;;;Geral / Outros;Sem Categoria;Não Atribuído;07/11/2014 21:29;7;0;
265;Frigosul;Frigosul;;;(67) 3565-9000;;;;;;;;;;;;;Geral / Outros;Sem Categoria;Não Atribuído;07/11/2014 21:59;14;0;
482;Frigwest;Frigwest;;;(17) 3236-2066;;;;www.frigwest.com.br;Rua Capitão Faustino de Almeida, 1530, Vila Esplanada, Nova Brasilândia, SP, 15030510;Rua Capitão Faustino de Almeida;1530;;Vila Esplanada;Nova Brasilândia;SP;15030510;Geral / Outros;Sem Categoria;Não Atribuído;07/10/2014 05:03;0;1;Frigorífico
106;Frileste;Frileste;;;(11) 2682-9087;(11) 2682-9087;frileste@gmail.com;(11) 2682-9087;;Av: 24 de maio, 227 Vl Rui barbosa , SP;Av: 24 de maio, 227 Vl Rui barbosa ;;;;;SP;;Geral / Outros;Sem Categoria;Não Atribuído;11/06/2015 23:34;1;0;Celia Compras
497;Frimarchi Linguica;Frimarchi Linguica;;;(12) 99728-4013;;;;;;;;;;;;;Geral / Outros;Sem Categoria;Não Atribuído;15/01/2015 16:18;4;0;
81;Frimesa - Capanema;Frimesa - Capanema;;;(46) 3552-1181;;fbariviera@frimesa.com.br;;;Rua Ibirata, 347, Santa Cruz, Cachoeira Grande, PR;Rua Ibirata;347;;Santa Cruz;Cachoeira Grande;PR;;Geral / Outros;Sem Categoria;Não Atribuído;22/07/2015 15:01;2;0;
160;Frimesa Marechal;Frimesa Marechal;;;(45) 3284-4909;;;;;Agudos do Sul, PR;;;;;Agudos do Sul;PR;;Geral / Outros;Sem Categoria;Não Atribuído;22/07/2015 20:44;2;0;
103;Frimesa - Medianeira;Frimesa - Medianeira;;;(45) 3264-8036;;joliveiraufq@frimesa.com.br;;;Agudos do Sul, PR;;;;;Agudos do Sul;PR;;Geral / Outros;Sem Categoria;Não Atribuído;19/10/2014 13:52;15;0;
44;Friozen;Friozen;;;;;;;;;;;;;;;;Geral / Outros;Sem Categoria;Não Atribuído;19/10/2014 13:52;0;0;
538;Frisia;Frisia;;;;;;;;Barcelos, PR;;;;;Barcelos;PR;;Geral / Outros;Sem Categoria;Não Atribuído;01/09/2015 17:02;0;0;Rafael compras e Bruna qualidade. Ivan mandou catalogo via e-mail
59;Frivasa;Frivasa;;;(35) 3629-7400;;;;;Avenida Wagner Lemos Machado, 1100, Lago Norte, MG;Avenida Wagner Lemos Machado;1100;;;Lago Norte;MG;;Geral / Outros;Sem Categoria;Não Atribuído;13/01/2015 04:27;18;0;
408;FRO Thome Pizzaria;FRO Thome Pizzaria;;;(11) 38311086;;;;;Mario Whateley , 6, SP;Mario Whateley ;6;;;;SP;;Geral / Outros;Sem Categoria;Não Atribuído;07/07/2015 22:17;1;0;
884;Frutap;Frutap;;;(14) 3346-2816;;;;;Rua Cerqueira César, 1005, 1005, Fênix, SP;Rua Cerqueira César, 1005;1005;;;Fênix;SP;;Geral / Outros;Sem Categoria;Não Atribuído;29/09/2015 20:30;0;0;
385;Frutas de Minas;Frutas de Minas;;;(35) 8877-9903;;;;;Rodovia BR 459, Km 28, Dom Joaquim, MG;Rodovia BR 459;;Km 28;;Dom Joaquim;MG;;Geral / Outros;Sem Categoria;Não Atribuído;22/06/2015 18:11;2;0;
2359;Frutiquello;Frutiquello;;;(1) 14819-6858;;;;;Orazio Stanco, 292, Parque Dos Eucaliptos, 07832040;Orazio Stanco;292;;Parque Dos Eucaliptos;;;07832040;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:48;0;0;NULL
31;Frutiquello Sorvetes;Frutiquello Sorvetes;;;(11) 4819-6857;;;;;Praca Oscar da Silva, 21, Vila Guilherme, Álvares Florence, SP;Praca Oscar da Silva;21;;Vila Guilherme;Álvares Florence;SP;;Geral / Outros;Sem Categoria;Não Atribuído;15/01/2015 18:46;19;0;
414;FSB Foods;FSB Foods;;;(11) 2879-4900;;;;;Rua Amador Bueno, 942, Santo Amaro, Álvares Florence, SP;Rua Amador Bueno;942;;Santo Amaro;Álvares Florence;SP;;Geral / Outros;Sem Categoria;Não Atribuído;06/08/2015 23:04;13;0;
629;Fugini;Fugini;;;(16) 3244-5500;;;;http://www.fugini.com.br/;Pariconha, SP, 15910000;;;;;Pariconha;SP;15910000;Geral / Outros;Sem Categoria;Não Atribuído;29/02/2016 22:05;1;0;
257;Fugini Alimentos;Fugini Alimentos;;;(16) 3244-5514;;;;;Av. Fugita, 1000, Novo Paraíso, Pariconha, SP, 15910000;Av. Fugita;1000;;Novo Paraíso;Pariconha;SP;15910000;Geral / Outros;Sem Categoria;Não Atribuído;22/07/2015 21:17;1;0;
2060;Fundacao Do Abc;Fundacao Do Abc;;;;;;;;América Do Sul, 285, Parque Novo Oratório, 09270410;América Do Sul;285;;Parque Novo Oratório;;;09270410;Geral / Outros;Sem Categoria;Não Atribuído;11/01/2022 00:48;0;0;NULL
