ID;ID Servidor;Data;Empresa;Contato/Pessoa;Usuário;Texto do Histórico / Anotação
2269;6654682;18/11/2015 10:25:47;Hospital São Francisco de Assis;;Alexandre Malhado;"Visita realizada com sucesso na data de ontem (17-11-2015). O Hospital São Francisco de Assis administra 15 hospitais espalhados pelo Brasil, à grande maioria desses hospitais fica no Estado de São Paulo. 

Produtos usados atualmente (a coordenadora de limpeza irá passar os preços praticados dos produtos abaixo):
• NI FLEX 300: CERA - 5 LITROS
• NI FLEX 100: REMOVEDOR - 5 LITROS
• MUNDCLEAN 7000: USADO PARA LAVAR CHÃO; BANHEIROS -50 LITROS
• INCIDIN: DESINFETANTE DE SUPERFÍCIE - 5 LITROS
• AROMATIZANTE: FRAGRÂNCIA GOLD - 5 LITROS
• ÁLCOOL 70 - 5 LITROS
• HIPOCLORITO: USADO NOS RALOS - 50 LITROS
"
2288;6652034;17/11/2015 19:41:45;Hotel Unique ;;Adriana;Enviei e-mail hoje para o Waldir.
2239;6650410;17/11/2015 18:35:11;São João Alimentos;;Adriana;Conversei hoje com o Renato por e-mail. Ele pediu para reencaminhar o catálogo dos produtos. E disse que pode me atender semana que vem.
2260;6649506;17/11/2015 18:21:01;Rede OBA;;Adriana;"A Elcilene pediu para voltar a ligar semana que vem para agendarmos uma visita.
Hoje eles compram da Ecolab."
2207;6649495;17/11/2015 18:20:42;Blue Tree Hotel - Anália Franco;;Adriana;Liguei hoje. A Bianca não estava na sala. 
2290;6649207;17/11/2015 18:12:52;Rede OBA;;Adriana;"A Elcilene pediu para voltar a ligar semana que vem para agendarmos uma visita.
Hoje eles compram da Ecolab."
2251;6649149;17/11/2015 18:11:13;Rede OBA;;Renan;"A Elcilene pediu para voltar a ligar semana que vem para agendarmos uma visita.
Hoje eles compram da Ecolab.  "
2211;6630824;17/11/2015 00:28:40;Rede OBA;;Adriana;Enviei e-mail hoje com o catálogo reforçando minha visita. 
2219;6630816;17/11/2015 00:23:17;Rede OBA;;Adriana;Visitei dia 12/11. Não fui atendida.
2225;6630788;17/11/2015 00:14:21;Frutiquello Sorvetes;;Adriana;"Fichas Técnicas aprovadas. Conversei com o Diretor de compras Rogério.
Eu solicitei os Dados Cadastrais para pedir as amostras."
2224;6630782;17/11/2015 00:12:37;Frigorifico Martini Alimentos;;Adriana;"Visitei dia 12/11. Mary foi muito atenciosa.
Estavam em auditoria. Mas disse que essa semana consegue dar atenção devida. 
Cobrar andamento."
2240;6630780;17/11/2015 00:11:54;Guimaconseco;;Adriana;Hoje enviei e-mail cobrando andamento para testes na lavanderia.
2268;6630779;17/11/2015 00:11:36;Guimaconseco;;Adriana;"Visita dia 12/11. Conversei direto com a Cida.
Gostou da ideia de testes. Ficar em cima."
2212;6617486;16/11/2015 13:37:54;Gran Corte;;Adriana;"Luana ( controle) 14 99812-9067

Luana (veterinária) ???"
2279;6601476;13/11/2015 16:53:09;Sky Asia Shooping Bourbon ;;Jessica;"Ate hoje não foi feito manutenção, gerente está nervosa.
Solicitei mais de dez vezes e nada. Precisa trocar um diluidor e uma saboneteira"
2255;6599966;13/11/2015 16:09:31;Santa Casa de Misericórdia de Santa Adélia;;Alexandre Malhado;Não é necessário agendar horário. Os atendimentos são feitos de segunda a quinta-feira das 8 ao meio dia e das 13 às 17 horas.
2241;6591314;13/11/2015 11:13:16;Hospital Bezerra de Menezes;;Alexandre Malhado;Visita agendada com Vanda para dia 17-11-2015 no período da manhã.
2277;6583042;12/11/2015 17:10:49;Hospital São Francisco de Assis;;Alexandre Malhado;Carlos Eduardo passou o telefone da Coordenadora de Serviços de Limpeza (Ludmila - 17 - 3202-1717 ). Ficou agendada visita para o dia 17-11-2015 as 16 horas no Hospital João Paulo II, o qual fica localizado em frente a represa de São José do Rio Preto.
2208;6581984;12/11/2015 16:45:17;Incor Rio Preto;;Alexandre Malhado;Visita agendada para 17-11-2015 às 14:30 com Daniel (Departamento de Compras).
2210;6581766;12/11/2015 16:39:37;;;Victor;Teste pré-agendado para a semana do dia 14/12. Ligar para começar a alinhar as coisas e dar uma passada lá.
2253;6579682;12/11/2015 15:44:43;Hospital Austa;;Alexandre Malhado;Na terça-feira (10-11-2015) falei com a nutricionista Juliana por telefone para tentar marcar um horário. Ela informou que durante o mês de novembro não poderá me atender, porém, pediu para que eu retornasse o contato em meados de dezembro. Ela quer muito conhecer nossos produtos.
2256;6579618;12/11/2015 15:42:46;Hospital Austa;;Alexandre Malhado;Fui atendido pela Fabiana (Coordenadora de Compras) na última segunda-feira (09-1-2015). Ela relatou que a parte de hotelaria é terceirizada. A empresa que cuida da hotelaria é a São Luiz. Pediu para que eu procurasse a enfermeira Gislaine para conversar a respeito. O setor da cozinha é administrado pelo próprio hospital. Fui orientado a procurar a nutricionista Juliana.
2220;6579446;12/11/2015 15:37:29;Hospital Beneficiência Portuguesa;;Alexandre Malhado;Hoje tive um breve bate papo com a Dona Vera Lúcia (Chefe da Hotelaria) e ficou acordado que ela irá me passar na próxima terça-feira (17-11-15) a relação dos produtos usados na hotelaria. Atualmente os produtos usados são da Diversey.
2228;6579378;12/11/2015 15:35:32;Hospital Beneficiência Portuguesa;;Alexandre Malhado;No dia 10-11-2015 tive uma reunião com a Sônia e ela autorizou a fazermos os testes. Relatou que nenhuma área do hospital (hotelaria, cozinha e lavanderia) é terceirizada. Pediu para que eu entrasse em contato com a Dona Vera Lúcia (Chefe da Hotelaria) para combinarmos a data do teste.
2286;6567172;11/11/2015 14:28:38;Folha de Uva Restaurante ;;Adriana;Visitei hoje a unidade de sbc. Conversei com o Giliard. Ele disse que o estoque permanece cheio. E não tem previsão para comprar. 
2296;6567171;11/11/2015 14:27:51;Jin Jin Sushi;;Adriana;"Visitei hoje a unidade de sbc. Conversei com a Fátima. Pois a Adriana não estava. 

Ela disse que vai reforçar com a Adriana o meu contato. "
2215;6533154;10/11/2015 14:30:12;Cooperativa Lar;;Victor;Roselaine não pode receber hoje e nem amanhã cedo. Só amanhã a tarde. Se ficar até amanhã, ligar e visitar.
2226;6519898;09/11/2015 18:05:54;São João Alimentos;;Adriana;"Liguei. Renato de compras não pode atender.
Enviei em seguida reforçando meu contato."
2237;6519090;09/11/2015 17:45:17;Cucinare;;Adriana;Primeiro contato em setembro de 2014. E-mail enviado ao Paulo com apresentação.
2231;6518694;09/11/2015 17:35:58;JLA Alimentação;;Adriana;"Enviei e-mail para a Sandra, pois não consegui por telefone.
Cobrei sobre o início do trabalho em outros hospitais."
2202;6518619;09/11/2015 17:34:12;Hospital São Francisco de Assis;;Alexandre Malhado;Carlos Eduardo irá passar por e-mail relação dos produtos que utilizam atualmente.
2203;6518551;09/11/2015 17:32:27;Frutiquello Sorvetes;;Adriana;Enviei e-mail ao João. Ele respondeu dizendo que ainda não analisou as fichas técnicas, mas que em breve me retorna dando posição sobre teste. 
2284;6518525;09/11/2015 17:32:00;Frutiquello Sorvetes;;Adriana;Enviei e-mail ao João. Ele respondeu dizendo que ainda não analisou as fichas técnicas, mas que em breve me retorna dando posição sobre teste.
2236;6518460;09/11/2015 17:30:32;Blue Tree Hotel - Anália Franco;;Adriana;Enviei e-mail para a Bianca cobrando andamento.
2216;6491585;06/11/2015 16:42:28;FSB Foods;;Adriana;O ramal do Junior só cai na caixa postal. Continuar tentando. 
2242;6491496;06/11/2015 16:39:44;Frangoeste;;Adriana;Cristiane não está no setor dela hoje à tarde. Liguei duas vezes. Continuar ligando. 
2232;6491495;06/11/2015 16:32:45;Frigorifico Laranjal;;Adriana;Fabiano não está na sala. Não atende.
2205;6491181;06/11/2015 16:30:17;Gran Corte;;Adriana;Enviei e-mail para a Luana reforçando contato e pedindo abertura para os testes. 
2249;6490895;06/11/2015 16:22:08;Gran Corte;;Adriana;Luana disse que está muito ocupada. Pediu para enviar e-mail: qualidade@grancorte.com.br
2287;6490894;06/11/2015 16:16:21;Frutiquello Sorvetes;;Adriana;Fichas Técnicas enviadas para compras e qualidade.
2214;6474850;05/11/2015 17:39:28;Hospital São Francisco de Assis;;Alexandre Malhado;Agendada visita para próxima sexta-feira (06-11-2015) com Carlos Eduardo às 14:30,
2265;6474671;05/11/2015 17:34:54;Hospital Beneficiência Portuguesa;;Alexandre Malhado;Responsável por compras é a Sônia.  As segundas e quartas-feiras os atendimentos são das 7:30 às 11:30. Nos demais dias são das 14:00 às 16:30. Não é necessário agendar horário, os atendimentos são por ordem de chegada.
2299;6474487;05/11/2015 17:30:07;Hospital de Base;;Alexandre Malhado;Pessoa responsável pelas compras é Ferdinando. Os atendimentos são feitos todas as quartas-feiras das 14 às 16 horas. Não é necessário agendar horário. 
2283;6474324;05/11/2015 17:25:40;Hospital Austa;;Alexandre Malhado;Contato realizado com sucesso. A responsável pelas compras é a Fabiana (coordenadora de compras). Ela atende de segunda e quarta-feira a partir das 14:30. Os atendimentos não necessitam de hora marcada e são feitos por ordem de chegada.
2266;6474326;05/11/2015 17:25:27;Gran Corte;;Adriana;Liguei 2x. A Roseli passou a ligação para o ramal da Luana e da Cristina mas não localizou as duas. 
2252;6473969;05/11/2015 17:17:31;Frutiquello Sorvetes;;Adriana;Enviei e-mail aos três formalizando meu contato. 
2245;6473968;05/11/2015 17:17:08;Frutiquello Sorvetes;;Adriana;"Reunião ontem com a Lucimara, Wesley e João.

Dar andamento para autorizarem os testes para o fim de novembro ou início de dezembro.  

"
2247;6464753;05/11/2015 15:53:36;Doces Covizzi;;Alexandre Malhado;Novo contato e novamente o senhor Mário no estava. Tentarei amanhã.
2248;6477005;05/11/2015 13:52:04;Sky Asia Shopping Santa Cruz ;;Jessica;"solicitar a troca do diluidor, pois não foi feito da ultima vez.

1 saboneteira para troca da que esta quebrada, procurar por Nelli."
2243;6453066;04/11/2015 23:35:25;Quinta do Marques e Rede de Padarias La Ville;;João Maffei;Tenho um bom relacionamento com o Marcelo, vou entrar em contato novamente amanhã dia 05.11
2263;6453058;04/11/2015 23:31:40;Brasil Kirin;;João Maffei;Entrar em contato com o Euler ainda essa semana.
2267;6453049;04/11/2015 23:29:14;Cervejaria Petropolis;;João Maffei;Aguardando e mail enviado pelo Renan, caso não retornem irei entrar em contato com a Diretoria.
2221;6453040;04/11/2015 23:26:23;Seta Supermercados;;João Maffei;Apresentamos a empresa, o Tihago vai verificar diante a diretoria e nos retornar, São 30 Lojas, mandamos o Catalogo e iremos nos falar na próxima semana.
2257;6453026;04/11/2015 23:23:14;Rede Graal / Restaurante américa / Barbacoa;;João Maffei;"Entrei em contato hoje com o Evaristo, pediu para retornar no dia 12/11 para marcarmos reunião. Enviamos apresentação da empresa via e mail.

Irei retornar na data combinada."
2292;6453018;04/11/2015 23:20:32;Nexx Móteis;;João Maffei;Foi enviado a proposta para introdução com 15 dias de produto sem custo, iremos entrar no jornal da associação para divulgação de nossa empresa para o Brasil na rede de motéis e hotéis. aguardar retorno do Antônio Carlos até próxima semana.
2289;6446620;04/11/2015 16:07:16;Frutiquello Sorvetes;;Adriana;Visita hoje as 14h30 em Franco da Rocha. 
2217;6429105;03/11/2015 18:15:56;Jin Jin Sushi;;Adriana;Conversei com a Adriana hoje. Ela disse que não tem interesse por enquanto em inicar um trabalho. Para eu entrar em contato com a Fátima gerente da loja de SBC para verificar se ela tem interesse.
2300;6428961;03/11/2015 18:12:08;Gendai - Grupo Trend Foods;;Adriana;"Conversei com a Giselia. Ela não deixou passar a ligação para a Marli ou Josiane.
Disse que tenho que aguardar o retorno de e-mail.
Continuar tentando."
2280;6428589;03/11/2015 18:01:50;Gran Corte;;Adriana;Luana da qualidade está na produção, o ramal só chama. E a Cristina de compras foi embora mais cedo hoje.
2274;6428205;03/11/2015 17:52:12;Frigorifico Laranjal;;Adriana;"Conversei hoje com a Beatriz, mas ela disse que quem autoriza teste é apenas o Fabiano. Hoje ele não está na empresa.
Enviei e-mail com catálogo para os dois."
2261;6428110;03/11/2015 17:50:05;Frangoeste;;Adriana;A Cristiane está em Sorocaba hoje. E o Valter está de férias, retorna dia 09/11.
2244;6375423;29/10/2015 12:58:46;Mococa Laticinios;;Jessica;Liguei, só chamou retornar amanha 
2218;6375334;29/10/2015 12:55:57;Frivasa;;Jessica;Renan enviou um email, aguardar.
2273;6375217;29/10/2015 12:52:39;Refrix;;Jessica;"Falei com o Isaac, solicitou uma carta com os principais clientes que atendemos hoje.
Disse que irá conversar com o Leandro para ficar a frente do projeto com a gente.
Fernanda irá encaminhar um  e-mail hoje."
2233;6373972;29/10/2015 12:20:17;JJZ;;Jessica;Enviado email  pedindo o consumo para o teste na próxima semana.
2294;6373533;29/10/2015 12:09:48;JJZ;;Jessica;"custos@jjzbeef.com.br
Felipe. tel 3433-7500   11 98381-6063.
Teste com previsão para semana que vem."
2271;6372906;29/10/2015 11:53:11;Frigorifico Super Frango ;;Jessica;"Conversei com o Ricardo, trabalha com a empresa Industrial Química, tem intenções de trocar.
Porém como está no final de ano, não irá mexer com isso agora.
controle.qualidade@ssa-br.com
email apresentação...
Muito gente boa, disse que no final de janeiro podemos conhecer o frigorifico e agendar um teste."
2230;6371608;29/10/2015 11:19:23;Sky asia Belo Horizonte. Shopping Diamond;;Jessica;vanessa   01531 98245 1125
2223;6371271;29/10/2015 11:09:31;Bom Mart Frigorifico;;Renan;envie apresentacao no e-mail da márcia meses atrás, porém não obtive retorno, tentei novamente hoje está de licença maternidade - falar com Márcio
2275;6367269;28/10/2015 20:37:01;Ingredient Alimentos;;Adriana;Arnaldo respondeu ao e-mail dizendo que no momento não tem interesse em adquirir estes produtos.
2206;6345900;27/10/2015 19:11:57;Hospital Beneficência Portuguesa SCS;;Adriana;Conversei com o Murilo agora, ele informou que recebeu meus e-mails e já encaminhou para o responsável do setor.
2234;6345498;27/10/2015 18:55:55;Temperart Produtos Alimentícios ;;Adriana;"Liguei algumas vezes hoje, mas não consegui.
Enviei e-mail ao Adilson reforçando meu contato. "
2262;6345349;27/10/2015 18:50:54;Temperart Produtos Alimentícios ;;Adriana;Dia 14/abril. Enviei e-mail ao Adilson cobrando retorno.
2276;6345328;27/10/2015 18:50:12;Temperart Produtos Alimentícios ;;Adriana;Visitei dia 24/03/2015. Conversei com Adilson (compras).
2285;6344706;27/10/2015 18:31:23;Adega Santiago;;Adriana;"Liguei hoje para o Fabio, mas não atendeu.
Enviei e-mail reforçando meu contato."
2258;6344693;27/10/2015 18:30:59;Adega Santiago;;Adriana;Primeiro contato com o Fabio em janeiro/2015.
2281;6344440;27/10/2015 18:24:38;Gendai - Grupo Trend Foods;;Adriana;"Enviei e-mail informando que mantive contato por alguns meses com o Bruno. 
Continuar ligando para Marli e Josiane."
2278;6343761;27/10/2015 18:08:03;Gendai - Grupo Trend Foods;;Adriana;"Enviar e-mail para: recepcao@trendfoods.com.br

Compras: Josiane / Marli

"
2204;6343657;27/10/2015 18:05:12;Gendai - Grupo Trend Foods;;Adriana;Bruno não trabalha mais na empresa.
2222;6343620;27/10/2015 18:03:43;Gendai Sushi;;Adriana;Excluir
2272;6343605;27/10/2015 18:03:24;Gendai Sushi - Grupo Trend Foods;;Adriana;Excluir
2201;6343477;27/10/2015 18:00:24;Ingredient Alimentos;;Adriana;"Liguei para o Arnaldo, mas ele já foi embora. Conversei com Cristina.
Enviei e-mail a ele reforçando meu contato."
2229;6342309;27/10/2015 17:31:08;Hospital Beneficência Portuguesa SCS;;Adriana;Liguei para o Murilo agora, mas ele pediu para eu retornar mais tarde, pois está muito ocupado.
2293;6342084;27/10/2015 17:25:44;Addoratti Festas;;Adriana;Débora já foi embora.
2209;6341973;27/10/2015 17:22:35;Tozan;;Adriana;"Francisco está em reunião. E o Edvan foi embora as 16h.
Retornar amanhã."
2227;6341908;27/10/2015 17:20:19;Nutriline Alimentação;;Adriana;Liguei para reforçar a cotação, mas todas já foram embora.
2259;6341797;27/10/2015 17:17:35;Nutriline Alimentação;;Adriana;Enviei e-mail com nova cotação para a Daniela e Mariana.
2246;6341440;27/10/2015 17:09:15;Gran Rio Hotel;;Alexandre Malhado;Não consegui falar com o Pedro, porém, fui informado que não é preciso marcar horário. Ele atende fornecedores todas as quintas-feiras na parte da manhã. Irei visitá-lo.
2235;6341358;27/10/2015 17:07:12;Ofner;;Adriana;"Liguei e perguntei qual o melhor horário para falar com a Mariana. 
A atendendo muito grosseira disse que não tem horário."
2213;6341156;27/10/2015 17:01:21;JLA Alimentação;;Adriana;"Liguei hoje, a Sandra está afastada por 1 semana. 
E a Barbara não está agora no período da tarde. Conversei com a Milena."
2250;6340935;27/10/2015 16:54:43;Condomínio Portal do Morumbi;;Adriana;Liguei 2x para Cecília, só deu caixa postal. Enviei e-mail informando que amanhã levo amostra do detergente.
2183;6340708;27/10/2015 16:48:49;LATICÍNIOS CARLIN LTDA;;Fernanda;"Fiz contato com o Sr. Fernando, responsável por produtos é a Sra. Evandra.
Quando estiver na região esta aberto para visita com a Evandra somente no horário das 08:00 as 12:00.
Compra produtos da HIGIPLUS (Distribuidor da Diversey)e tem equipamento em comodato.
Endereço: Sítio Nossa Senhora Rosário, 190, Andradas - MG, 37795-000"
2159;6340575;27/10/2015 16:45:39;Jin Jin Sushi;;Adriana;"Liguei na Paulista. A Adriana não está. Em sbc também não.
Tentar contato mais tarde com a Ana."
2162;6339869;27/10/2015 16:30:18;Folha de Uva Restaurante ;;Adriana;"Giliard disse que compra pouco, e que tem estoque muito grande ainda.
Eu disse que não tem problema e que vou fazer uma visita para conversamos pessoalmente."
2117;6339692;27/10/2015 16:26:11;Suvide;;Adriana;Liguei hoje, conversei com o Felipe, pois a Liliane está ocupada. Disse que visita é apenas com ela.
2126;6339450;27/10/2015 16:20:27;Churrascaria Farroupilha;;Alexandre Malhado;Tentativa de contato com o Senhor Flávio (sócio proprietário). O mesmo não se encontrava. Tentarei novamente amanhã.
2135;6339283;27/10/2015 16:16:31;Churrascaria Ventos do Sul;;Alexandre Malhado;Visita agendada para dia 28-10-15 com Rebeca. Atualmente a empresa compra produtos da Quimidet.
2164;6339042;27/10/2015 16:10:29;Hotel Fênix;;Alexandre Malhado;Contato realizado com Rose. Os produtos foram testados, mas ainda não sentou com o pessoal da limpeza para tomar uma decisão. Pediu para que eu retornasse na quinta-feira (29-10-15).
2238;6344300;27/10/2015 16:07:23;Le garçon;;Jessica;"cozinha com 3 mil refeiçoes. parte de baixo 8 saboneteira 2 diluidores 2 bicos 1 gerador espuma no açougue parte de cima parte de frios 1 diluidor 2 bicos. 8 saboneteiras banheiros 6 total. 12 sabonetes bactericida parte de cima montagem de 12 mil kit de lanche. 



desincrustante forno AB Al 200 3000 cl neutrax green

neutro

sabonete bactericida álcool líquido álcool gel sanitizante verdura 

desinfetante "
2105;6338782;27/10/2015 16:04:15;Cutrale Sucocítrico;;Alexandre Malhado;Amostra deixada lá no último sábado (24-10-15) com o próprio Ayr. Estou tentando contato com ele para saber se já usou o produto, mas ainda não foi possível.
2115;6338574;27/10/2015 15:59:31;Spa Santa Cruz;;Alexandre Malhado;Marina não está mais na empresa. A responsável por compras agora é a Marta,  que no momento não se encontra na empresa. Ligarei ainda hoje.
2192;6338322;27/10/2015 15:53:44;Zippy Alimentos;;Alexandre Malhado;Tentativa de contato. O Junior (comprador) não estava na empresa hoje. Ligarei ainda hoje.
2118;6337877;27/10/2015 15:42:55;Aladim;;Alexandre Malhado;Contato realizado com Geisa. No momento ela não quer fazer mais testes, pois a empresa irá terceirizar a parte de limpeza. Pediu para retornar futuramente para saber se o processo de terceirização foi concluído.
2197;6337506;27/10/2015 15:34:44;Laticinios Estrela D Oeste;;Alexandre Malhado;Contato realizado com o Laércio. Autorizou uma visita. Pediu para ligar pra ele assim que eu estiver passando por Jales.
2101;6337314;27/10/2015 15:29:54;Santa Casa de Auriflama;;Alexandre Malhado;Contato realizado com Miriam (responsável por compras). Ela relatou que no momento a Santa Casa está passando por um momento delicado e não está comprando produtos de limpeza de nenhuma grande empresa.  Foi muito atenciosa, mas pediu para retornar o contato no começo de dezembro.
2198;6336527;27/10/2015 15:07:46;Faria Lima Flat;;Alexandre Malhado;Visita agendada para dia 03-11-15 as 09:15 com Fátima. 
2107;6336227;27/10/2015 14:58:03;Motel Millennium;;Alexandre Malhado;"Os seguintes produtos foram entregues:
• Pro Ha 5000: 1 x 5 = R$ 120,00
• Pro Ha 3000: 1 x 5 = R$ 66,00
• Neuter Ultra: 1 x 5 = R$ 108,00"
2154;6336146;27/10/2015 14:55:49;Agerip;;Alexandre Malhado;Os produtos foram testados. Fui informado pela Letícia que o pessoal da limpeza gostou muito dos produtos, porém, os preços que eles estão pagando atualmente estão muito abaixo dos nossos.  Passarei os valores pessoalmente para o Victor ou para o Renan para ver se é possível fazermos algo.
2143;6338413;27/10/2015 13:35:20;Le garçon;;Jessica;visita hoje para instalação de equipamentos em três unidades.
2141;6338412;27/10/2015 12:41:47;Pro Nutri Refeições;;Jessica;"conversei com a Michelli.

Em dezembro vamos iniciar os testes em duas cozinhas em SP.

Ela ira passar o consumo para o Renan e pediu para ligar pra ela no final de novembro para dar continuidade aos testes."
2127;6331760;27/10/2015 12:08:28;Lc Restaurantes;;Jessica;"pedro.augusto@lcrestaurantes.com.br
Enviar apresentação."
2122;6330846;27/10/2015 11:46:04;Saborama Bebidas ;;Jessica;"Falei com o Stefano, ele quer o desconto na nota do ICMS.
Conversei muito a respeito, falei sobre a redução que podemos fazer, mas segundo ele o que interessa é ter esse desconto na nota ou desconto nos produtos.
Falar com o Renan o que podemos fazer."
2144;6330014;27/10/2015 11:24:57;Pão de Queijo do Maestro;;Jessica;"ricardo.amorim@maestroprodalim.com.br
Encaminhar um email solicitando uma reunião com ele e a nutri."
2161;6323360;26/10/2015 18:21:18;Folha de Uva Restaurante ;;Adriana;Liguei hoje, mas o Giliard está de folga. Ligar amanhã.
2180;6323265;26/10/2015 18:19:19;JLA Alimentação;;Adriana;Enviei e-mail hoje para a Sandra cobrando a abertura das outras unidades.
2106;6323120;26/10/2015 18:16:01;Jin Jin Sushi;;Adriana;"Liguei na unidade Paulista, a Adriana está em reunião.
Continuar ligando."
2103;6322663;26/10/2015 18:03:01;Abatedouro Aves Gonzalez;;Adriana;Liguei, mas a Priscila já foi embora. Ligar amanhã.
2134;6322554;26/10/2015 18:00:11;Addoratti Festas;;Adriana;Débora não está. Tentei contato na outra unidade e não consegui.
2187;6322382;26/10/2015 17:56:27;Hotel Unique ;;Adriana;Eu tentei contato algumas vezes hoje, e o ramal só chama.
2116;6321501;26/10/2015 17:36:10;Suvide;;Adriana;Liguei para a Liliane hoje, ela não pode atender. Retornar amanhã.
2173;6320026;26/10/2015 17:02:10;Predilecta;;Victor;"Anaile pediu para enviar e-mail para Lucely para ver a soda.

Ficar em cima."
2169;6319603;26/10/2015 16:51:34;Kopenhagen;;Victor;Visita agendada para 28/10 às 8:00.
2163;6318010;26/10/2015 16:17:26;Frutiquello Sorvetes;;Adriana;Conversei hoje com o João. Deixamos pré agendada a visita para 5a feira, dia 29/10.
2200;6317648;26/10/2015 16:08:47;Peralta Ambiental;;Adriana;E-mail enviado ao Anderson, cobrando horário para uma visita.
2125;6316055;26/10/2015 15:32:50;Blue Tree Hotel - Anália Franco;;Adriana;Bianca disse que amanhã passa uma posição sobre os testes.
2140;6315754;26/10/2015 15:25:52;;;Victor;Andreza disse que a Start fez preço mais barato que o nosso para não perder as saboneteiras. Acompanhar para particiar da próxima cotação e fazer um pouco mais barato.
2170;6313760;26/10/2015 14:23:24;FSB Foods;;Adriana;Junior pediu para ligar na 5a feira confirmando minha visita para 6a feira (dia 30).
2177;6295762;23/10/2015 16:32:24;Nutribem;;Alexandre Malhado;Tentativa de contato, porém não consegui contactar o Rafael.
2176;6295523;23/10/2015 16:24:58;Hotel Fazenda dos Ipês;;Alexandre Malhado;Produtos testados e aprovados. O gerente pediu uma visita para falar sobre valores. Irei visitá-lo na terça-feira (27-10-15).
2133;6295242;23/10/2015 16:15:47;Agerip;;Alexandre Malhado;Marcado um bate papo com Letícia para a próxima segunda-feira (26-10-15).
2193;6295156;23/10/2015 16:12:53;Saint Peter Hotel;;Alexandre Malhado;Produtos testados e aprovados. Dona Cida (governanta) irá falar com a gerente para saber se pode comprar produtos de outra empresa. Entrarei em contato na próxima teça-feira (27-10-15).
2157;6295099;23/10/2015 16:11:13;Frigosul;;Victor;"Marcela pediu para enviar um e-mail solicitando os itens que consomem. 

Ficar em cima."
2108;6295033;23/10/2015 16:09:07;Nosso Tempero;;Alexandre Malhado;CNPJ pesquisado e reprovado.
2191;6294330;23/10/2015 15:45:36;Pif Paf (Visconde do Rio Branco);;Victor;Enviado outro e-mail solicitando visita.
2168;6275836;22/10/2015 15:23:56;Abatedouro Aves Gonzalez;;Renan;enviado apresentacao por e-mail 22.10.2015 para Priscila no e-mail do rh, pois o da qualidade estava com problema
2142;6275225;22/10/2015 15:05:19;Suvide;;Adriana;"Conversei com o Felipe hoje. Disse para eu tentar agendar horário com a Liliane. Ela não está na empresa agora.
Enviei e-mail aos dois reforçando."
2189;6275043;22/10/2015 14:58:25;Frutiquello Sorvetes;;Adriana;Liguei hoje algumas vezes e não consegui contato.
2181;6274756;22/10/2015 14:48:49;Hospital Beneficência Portuguesa SCS;;Adriana;Reencaminhei e-mail para o Murilo. Mandei mensagem no celular dele.
2166;6274586;22/10/2015 14:41:47;Peralta Ambiental;;Adriana;Anderson está em horário de almoço, ligar mais  tarde.
2152;6274441;22/10/2015 14:36:07;Lual Alimentos;;Adriana;Michelle está em horário de almoço.
2195;6274173;22/10/2015 14:23:46;Condomínio Portal do Morumbi;;Simone;Cotação enviada novamente para Cecília, com detergente neutro
2119;6274027;22/10/2015 14:16:37;Jin Jin Sushi;;Adriana;Liguei 2x ontem e não consegui. Hoje liguei de novo e não consigo contato.
2102;6264329;21/10/2015 21:01:52;Ipê Park Hotel;;Alexandre Malhado;"Foram deixados os seguintes produtos para testes:
• Neuter Ultra
• Pro Ha 3000 CL
• Pro Bac AT
• Sapone Bac
Hoje não foi possível fazer os devidos testes. Ficou agendado para a próxima segunda-feira (26-10-15) às 13 horas. Irei acompanhar o teste,"
2184;6264315;21/10/2015 20:58:06;Saint Peter Hotel;;Alexandre Malhado;"Produtos deixados para testes: 
• Neuter Ultra
• Pro Alkim
• PK Rinse
• Pro Há 3000 CL
Nesse provavél cliente eu consegui acompanhar os testes. Em um primeiro momento, aparentemente, os produtos foram aprovados. Irei passar amanhã (22-10-15) às 9 horas para conversar com a Dona Cida (Governanta) para saber a resposta definitiva.
"
2139;6264278;21/10/2015 20:51:31;Hotel Fazenda dos Ipês;;Alexandre Malhado;"No dia 20-10-15 foram deixados os seguintes produtos para testes:
• Neuter Ultra: 1 litro
• Multi E A: 1 litro ? Veja
• Pro HS: 1 litro ? Kiboa
• Pro Há 3000 CL: 1 litro
• Duox: 5 litros: Amaciante
Entrarei em contato na próxima segunda-feira (26-10-15) para saber a resposta. "
2147;6264258;21/10/2015 20:50:36;Hotel Fênix;;Alexandre Malhado;"No dia 20-10-15 foram deixados os seguintes produtos para testes:
• Neuter Ultra: 1 litro
• Multi E A: 1 litro / Veja
• Pro HS: 1 litro / Kiboa
• Pro Há 3000 CL: 1 litro
Entrarei em contato na próxima segunda-feira (26-10-15) para saber a resposta. 
"
2156;6261031;21/10/2015 18:00:18;Divino Fogão;;Jessica;"Enviar catalogo, cotação, sobre máquinas lava louças e resto clean para o Luciano com a Renata em cópia.
Renata disse que a equipe está reduzida, então a fase para testes pode demorar um pouco, diversey está sendo homologada. Colocar em obs no email que conversei com Adilmo na unidade de Mauá."
